Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
GTD45EASJWS,GE,Electric Dryers,Electric Dryers,751714,GE ELE DRYR GTD45EASJWS (-395166),http://images.lowes.com/product/converted/084691/084691815242.jpg,No,,649.0,1,649.0,Refurbished,Refurbished
GTD45EASJWS,GE,Electric Dryers,Electric Dryers,751714,GE ELE DRYR GTD45EASJWS (-395166),http://images.lowes.com/product/converted/084691/084691815242.jpg,No,,649.0,1,649.0,Refurbished,Refurbished
MVWB835DW,Maytag,Top-Load Washers,Top-Load Washers,670293,MT TL WASHER MVWB835DW,http://images.lowes.com/product/converted/883049/883049335490.jpg,No,,599.0,1,599.0,Refurbished,Refurbished
GTW460ASJWW,GE,Top-Load Washers,Top-Load Washers,751710,GE TL WSHR GTW460ASJWW (-395153),http://images.lowes.com/product/converted/084691/084691812005.jpg,No,,599.0,1,599.0,Refurbished,Refurbished
WM3270CW,LG,Front-Load Washers,Front-Load Washers,794816,LG WASHR HE FL WM3270CW 5.2CF WH,http://images.lowes.com/product/converted/772454/772454067884.jpg,No,,599.0,1,599.0,Refurbished,Refurbished
GTD42EASJWW,GE,Electric Dryers,Electric Dryers,751711,GE ELEC DRYR GTD42EASJWW (-487098,http://images.lowes.com/product/converted/084691/084691814085.jpg,No,,599.0,1,599.0,Refurbished,Refurbished
WA40J3000AW,Samsung,Top-Load Washers,Top-Load Washers,669552,SM 4.0-CU FT TL WASHR WA40J3000AW,http://images.lowes.com/product/converted/887276/887276194769.jpg,No,,549.0,1,549.0,Refurbished,Refurbished
GTX42EASJWW,GE,Electric Dryers,Electric Dryers,777175,GTX42EASJWW,http://images.lowes.com/product/converted/084691/084691814641.jpg,No,,539.0,1,539.0,Refurbished,Refurbished
GTD33EASKWW,GE,Electric Dryers,Electric Dryers,782268,GE E DRYER GTD33EASKWW (-689422),http://images.lowes.com/product/converted/084691/084691819486.jpg,No,,499.0,1,499.0,Refurbished,Refurbished
GTD33EASKWW,GE,Electric Dryers,Electric Dryers,782268,GE E DRYER GTD33EASKWW (-689422),http://images.lowes.com/product/converted/084691/084691819486.jpg,No,,499.0,1,499.0,Refurbished,Refurbished
WTW4816FW,Whirlpool,Top-Load Washers,Top-Load Washers,782472,WP 3.5-CU FT WTW4816FW (-670295),http://images.lowes.com/product/converted/883049/883049408361.jpg,No,,499.0,1,499.0,Refurbished,Refurbished
GTW485ASJWS,GE,Top-Load Washers,Top-Load Washers,751713,GE STAINLESS STEEL WASHER,http://images.lowes.com/product/converted/084691/084691810711.jpg,No,,449.0,1,449.0,Refurbished,Refurbished
GTW485ASJWS,GE,Top-Load Washers,Top-Load Washers,751713,GE STAINLESS STEEL WASHER,http://images.lowes.com/product/converted/084691/084691810711.jpg,No,,449.0,1,449.0,Refurbished,Refurbished
HTX21EASKWW,Hotpoint,Electric Dryers,Electric Dryers,804048,HP ELEC DRY HTX21EASKWW (-591137),http://images.lowes.com/product/converted/084691/084691810834.jpg,No,,399.0,1,399.0,Refurbished,Refurbished
RTW4516FW,Roper,Top-Load Washers,Top-Load Washers,794808,ROPER 3.5-CU FT WASHER RTW4516FW,http://images.lowes.com/product/converted/883049/883049415710.jpg,No,,399.0,1,399.0,Refurbished,Refurbished
