Model,Model Desc,Product Type,Product Sub-Type,Brand,Ext. MSRP,Class,Qty,Price,Total Amt,MSRP
JIS1450DP,"30"" SI RANGE IND CONV ALT CLN PRO","Freestanding, Food Preparation","Slide-in, Range/Cooker",JEN,3099,B,1,1054,1054,3099
KSDB900ESS,"30"" SI RANGE DF CONV ALT CLN SS","Freestanding, Food Preparation","Slide-in, Range/Cooker",KAD,2949,B,1,1003,1003,2949
WOD93EC7AS,27 INCH CONV ELEC PYRO DOUBLE OVEN,"Built-in, Food Preparation",Ovens - Built-in - Food Prep,WHR,2699,B,1,918,918,2699
WED92HEFW,"27"" ALPHA, ELECTRIC-DRYER",Dryers,Air Vented-Dryer FL Match,WHR,2398,B,2,408,816,1199
WRF736SDAM,26' XXL EXT I&W FDBM,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,2299,B,1,690,690,2299
MFI2570FEZ,BTM FRENCH DOOR - ICE2O STEALTH 25',Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,MAY,2199,B,1,660,660,2199
KSGG700ESS,"30"" SI RANGE GAS CONV ALT CLN SS","Freestanding, Food Preparation","Slide-in, Range/Cooker",KAD,2149,B,1,731,731,2149
WRF540CWBM,"36"" WIDE CD FRENCH DOOR",Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,2099,B,1,630,630,2099
WOS92EC0AS,30 INCH CONV ELEC PYRO SINGLE OVEN,"Built-in, Food Preparation",Ovens - Built-in - Food Prep,WHR,1849,B,1,629,629,1849
WRF535SMBM,"36"" WIDE FRENCH DOOR",Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,1799,B,1,540,540,1799
WRF560SMYM,20' FRENCH DOOR BOTTOM MOUNT NON DISP,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,1599,B,1,480,480,1599
WRB329DMBM,19' DRAWER BOTTOM MOUNT,Free Standing Refrigerator Freezer,No Frost Bottom-Free Standing Refr Frez,WHR,1499,B,1,450,450,1499
JWD3030EP,"30""SS WARMING DRAWER-PRO STYLE STAINLESS","Built-in, Food Preparation","Specialties, Built-in - Food Prep",JEN,1399,B,1,476,476,1399
WRS325FDAM,REFRIGERATOR 25 CUFT NON IDI SXS,Free Standing Refrigerator Freezer,No Frost Side - Free Standing Refr Frez,WHR,1399,B,1,420,420,1399
KEWS105BPA,30 INCH PANEL READY WARMING DRAWER,"Built-in, Food Preparation","Specialties, Built-in - Food Prep",KAD,1349,B,1,459,459,1349
WRB329DFBW,19' DRAWER BOTTOM MOUNT,Free Standing Refrigerator Freezer,No Frost Bottom-Free Standing Refr Frez,WHR,1349,B,1,405,405,1349
CGD9050AW,COMM GAS DRYER MARION METERED,Dryers,"Commercial Dryer, Air Vented",WHR,1269,B,1,431,431,1269
WEG515S0FS,WHR FRONT CTRL SELF CLEAN GAS,"Freestanding, Food Preparation","Slide-in, Range/Cooker",WHR,1249,B,1,425,425,1249
JDB9000CWP,FILTER SS TALL TUB BUILT-IN DISHWASHER,Dishwashers,Built-in - Dishwasher,JEN,1199,B,1,408,408,1199
WRS322FDAM,REFRIGERATOR 22 CUFT NON IDI SXS        ,Free Standing Refrigerator Freezer,No Frost Side - Free Standing Refr Frez,WHR,1199,B,1,360,360,1199
WED8500DW,"29"", AXIAL FLOW STEAM DRYER, ELECTRIC",Dryers,Air Vented - Dryer TL Matching,WHR,1199,B,1,408,408,1199
MDB4949SDH,"CLASSIC, SS, GWS CHOPPER, BUILT-IN DISHW",Dishwashers,Built-in - Dishwasher,MAY,1198,B,2,204,408,599
KDTM354ESS,RIF SS TALL TUB BUILT-IN DISHWASHER,Dishwashers,Built-in - Dishwasher,KAD,1149,B,1,391,391,1149
WFG745H0FS,"30"" FS GAS EZ LIFT GRATES SS","Freestanding, Food Preparation",Ranges,WHR,1149,B,1,391,391,1149
WFW90HEFW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,WHR,1099,B,1,374,374,1099
WFE715H0ES,"30""FS ELEC CERAN CONV AQUALIFT","Freestanding, Food Preparation",Ranges,WHR,1049,B,1,357,357,1049
WRT311FZDM,"21' TM,FLAT,MONO SS",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,1049,B,1,315,315,1049
ABB1921BRW,19' SWING BOTTOM MOUNT,Free Standing Refrigerator Freezer,No Frost Bottom-Free Standing Refr Frez,AMA,999,B,1,300,300,999
MVWB835DW,"VMAX, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,MAY,999,B,1,340,340,999
WTW8000DW,"VMAX, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,WHR,999,B,1,340,340,999
WFE540H0ES,"30""FS ELEC CERAN CONV AQUALIFT","Freestanding, Food Preparation",Ranges,WHR,949,B,1,323,323,949
WRT311FZDW,"21' TM, FLAT,WH",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,949,B,1,285,285,949
MHW3505FW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,MAY,899,B,1,306,306,899
WED75HEFW,"27"" ALPHA, ELECTRIC-DRYER",Dryers,Air Vented-Dryer FL Match,WHR,899,B,1,306,306,899
CEM2743BQ,"COMM27""TLDRY-,OPENMTR",Dryers,"Commercial Dryer, Air Vented",WHR,879,B,1,299,299,879
WRT518SZFM,18' TM  P.STAINLESS CONTOUR GLASS,Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,849,B,1,255,255,849
WRT318FZDM,"18'FLAT DR, GLASS TOP MOUNT, SS",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,849,B,1,255,255,849
WDP370PAHB,"PORTABLE DISHWASHER, 4"" CONSOLE",Dishwashers,Portable - Dishwashers,WHR,749,B,1,255,255,749
WRT518SZFW,18' TM WHITE. CONTOUR.GLASS,Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,749,B,1,225,225,749
WFG505M0BS,"30"" GAS RANGE FW GRATE  GRIDDLE SS","Freestanding, Food Preparation",Ranges,WHR,749,B,1,255,255,749
MER6600FB,"30"" FS ELECTRIC 5-ELEMENT BLK","Freestanding, Food Preparation",Ranges,MAY,749,B,1,255,255,749
MDB7949SDM,"CLASSIC, SS, GWS CHOPPER, BUILT-IN DISHW",Dishwashers,Built-in - Dishwasher,MAY,749,B,1,255,255,749
WFG320M0BS,"30"" GAS RANGE FW GRATE SS","Freestanding, Food Preparation",Ranges,WHR,699,B,1,238,238,699
WDF560SAFB,DISHWASHER-CLASSIC SS TALL TUB FILTER,Dishwashers,Built-in - Dishwasher,WHR,599,B,1,204,204,599
WRT111SFDW,"11' STD, Glass RC, WH",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,549,B,1,165,165,549
AGR4230BAW,"30"" GAS RANGE WHT","Freestanding, Food Preparation",Ranges,AMA,429,B,1,146,146,429
MMV4205FZ,2.0CU.FT. SENSOR MHC SS CAVITY,MWO,"Microwave, Hood, Combination",MAY,369,B,1,125,125,369
XHPC155XW,"15.5"" PEDESTAL","Fabric Care - Parts, Accessories & Service Contracts",Laundry Stations (prior name Pedestals),123,269,B,1,91,91,269
UXT4230ADS,30-INCH CONVERTIBLE UNDERCABINET HOOD -,Hoods,"Freestanding / Traditional, Hoods",UNB,159,B,1,54,54,159
MK2220AS,"2.2 CU. FT. COUNTERTOP 30"" TRIM KIT",Microwave Trim Kits,Microwave Trim Kits,UNB,120.99,B,1,41,41,120.99
