Model,Model Desc,Product Type,Product Sub-Type,Brand,Ext. MSRP,Class,Qty,Price,Total Amt,MSRP
KRFC704FSS,BTM FRENCH DOOR - ICE2O STEALTH 25',Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,KAD,4299,Refurb,1,1355,1355,4299
KDTE254ESS,FILTER SS TALL TUB BUILT-IN DISHWASHER,Dishwashers,Built-in - Dishwasher,KAD,3447,Refurb,3,411,1233,1149
MVWX655DW,"VMAX, HYBRID TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,MAY,2397,Refurb,3,286,858,799
WEE510S0FS,WHR FRONTCTRL SELF CLN RADIANT,"Freestanding, Food Preparation","Slide-in, Range/Cooker",WHR,2298,Refurb,2,411,822,1149
MFI2269FRZ,"33"" ICELAND EXT I&W",Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,MAY,2199,Refurb,1,693,693,2199
MEDC215EW,"MAYTAG 29"" ELECTRIC DRYER",Dryers,Air Vented - Dryer TL Matching,MAY,1947,Refurb,3,232,696,649
WED9290FC,"27"" FL ALPHA HEATPUMP",Dryers,Air Vented-Dryer FL Match,WHR,1899,Refurb,1,678,678,1899
WED7590FW,"27"" ALPHA, ELEC-DRYER-LONG VENT",Dryers,Air Vented-Dryer FL Match,WHR,1898,Refurb,2,339,678,949
MER8700DS,"30"" ELEC RANGE - FAN CONV","Freestanding, Food Preparation",Ranges,MAY,1898,Refurb,2,339,678,949
KDTM704ESS,RIF SS TALL TUB BUILT-IN DISHWASHER,Dishwashers,Built-in - Dishwasher,KAD,1849,Refurb,1,660,660,1849
WEE730H0DS,"30"" SI RANGE ELEC ALT CLN SS","Freestanding, Food Preparation","Slide-in, Range/Cooker",WHR,1649,Refurb,1,589,589,1649
WTW7040DW,"VMAX, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,WHR,1598,Refurb,2,286,572,799
WRB322DMBM,22' DRAWER BOTTOM MOUNT,Free Standing Refrigerator Freezer,No Frost Bottom-Free Standing Refr Frez,WHR,1499,Refurb,1,473,473,1499
