Model,Model Desc,Product Type,Product Sub-Type,Brand,Ext. MSRP,Class,Qty,Price,Total Amt,MSRP
WRF555SDHV,BTM FRENCH DOOR - ICE2O STEALTH 25',Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,4398,B,2,660,1320,2199
KRMF706ESS,5 DOOR FULL DEPTH AK12 PLATFORM,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,KAD,3899,B,1,1170,1170,3899
WRF993FIFM,32' 3X EXT. I&W FDBM,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,3699,B,1,1110,1110,3699
KRFC302EPA,"72""T CD FDBM INTERNAL WTR PANEL READY",Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,KAD,3399,B,1,1020,1020,3399
WRT518SZFM,18' TM  P.STAINLESS CONTOUR GLASS,Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,3396,B,4,255,1020,849
MVWC565FW,"VMAX, AGITATOR TOP LOAD WASHER",Washers,Vertical Axis - w/ Agitator,MAY,2996,B,4,255,1020,749
WRT311FZDW,"21' TM, FLAT,WH",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,2847,B,3,285,855,949
JUD24FRECX,"24"" UC DOUBLE DRAWER FRIDGE",Built In Refrigerators,No Frost Drawer-Built-In Refrigerator,JEN,2699,B,1,810,810,2699
WED92HEFW,"27"" ALPHA, ELECTRIC-DRYER",Dryers,Air Vented-Dryer FL Match,WHR,2398,B,2,408,816,1199
KSGG700ESS,"30"" SI RANGE GAS CONV ALT CLN SS","Freestanding, Food Preparation","Slide-in, Range/Cooker",KAD,2149,B,1,731,731,2149
MEDX655DW,"29"" WOD, LOOP FLOW DRYER, ELECTRIC",Dryers,Air Vented - Dryer TL Matching,MAY,1598,B,2,272,544,799
WTW5000DW,"VMAX, HYBRID TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,WHR,1498,B,2,255,510,749
RED4516FW,"ROPER 29"" ELECTRIC DRYER",Dryers,Air Vented - Dryer TL Matching,ROP,1497,B,3,170,510,499
MVWB955FC,"ADVANTAGE, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,MAY,1399,B,1,476,476,1399
WET4024EW,"24"" ELEC TT STACK  240V",Washers / Dryers,Stacked Washer / Dryer Pairs,WHR,1399,B,1,476,476,1399
WFE320M0ES,"30"" FS ELEC CERAN STD CLEAN","Freestanding, Food Preparation",Ranges,WHR,1398,B,2,238,476,699
WGD8500DW,"29"", AXIAL FLOW STEAM DRYER, GAS",Dryers,Air Vented - Dryer TL Matching,WHR,1299,B,1,442,442,1299
WRS322FDAM,REFRIGERATOR 22 CUFT NON IDI SXS        ,Free Standing Refrigerator Freezer,No Frost Side - Free Standing Refr Frez,WHR,1199,B,1,360,360,1199
MGR8800FZ,"30"" FS GAS 5-BURNER TRUE CONVECT AFP SS","Freestanding, Food Preparation",Ranges,MAY,1149,B,1,391,391,1149
WEE510S0FS,WHR FRONTCTRL SELF CLN RADIANT,"Freestanding, Food Preparation","Slide-in, Range/Cooker",WHR,1149,B,1,391,391,1149
MHW5500FW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,MAY,1099,B,1,374,374,1099
WTW8040DW,"VMAX, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,WHR,999,B,1,340,340,999
WRT511SZDB,"21' TM,CONTOUR,BL",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,999,B,1,300,300,999
NED4655EW,"AMANA 29"" ELECTRIC DRYER",Dryers,Air Vented - Dryer TL Matching,AMA,998,B,2,170,340,499
WFW75HEFW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,WHR,899,B,1,306,306,899
MHW3505FW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,MAY,899,B,1,306,306,899
WRR56X18FW,"30-INCH WIDE, ALL REFRIGERATOR 18 CF",Free Standing Freezer,Sidekick Freezer/Refr Pair,WHR,899,B,1,306,306,899
WFC150M0EW,"30"" FS ELEC COIL STD CLEAN","Freestanding, Food Preparation",Ranges,WHR,898,B,2,153,306,449
WZC3122DW,"22' HORIZONTAL FREEZER, WHR, OPP+LOCK+LI",Free Standing Freezer,Direct Cool Horizontal-FreeStanding Frez,WHR,849,B,1,289,289,849
WRT348FMEW,18 CUFT WHP LC ESTAR GLASS WHITE,Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,849,B,1,255,255,849
MRT118FFFM,"18' TM MONO SS, FLAT, GLASS.",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,MAY,849,B,1,255,255,849
WTW7040DW,"VMAX, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,WHR,799,B,1,272,272,799
MVWX655DW,"VMAX, HYBRID TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,MAY,799,B,1,272,272,799
WTW7000DW,"VMAX, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,WHR,799,B,1,272,272,799
WFG320M0BS,"30"" GAS RANGE FW GRATE SS","Freestanding, Food Preparation",Ranges,WHR,699,B,1,238,238,699
MZF34X16DW,"16' UPRIGHT FRZ FROST FREE,MAYTAG",Free Standing Freezer,No Frost Vert - Free Standing Frez,MAY,649,B,1,221,221,649
WFE515S0EW,"30"" FS ELEC SELF CLEAN","Freestanding, Food Preparation",Ranges,WHR,649,B,1,221,221,649
AER6303MFS,"30""E FSR 4 TOP RADIANT STD CLN","Freestanding, Food Preparation",Ranges,AMA,649,B,1,221,221,649
MEDC215EW,"MAYTAG 29"" ELECTRIC DRYER",Dryers,Air Vented - Dryer TL Matching,MAY,649,B,1,221,221,649
WDTA50SAHW,DISHWASHER-FID SS TALL TUB FILTER,Dishwashers,Built-in - Dishwasher,WHR,649,B,1,221,221,649
WFE320M0EB,"30"" FS ELEC CERAN STD CLEAN","Freestanding, Food Preparation",Ranges,WHR,599,B,1,204,204,599
WFG320M0BW,"30"" GAS RANGE FW GRATE WHT","Freestanding, Food Preparation",Ranges,WHR,599,B,1,204,204,599
MZC31T15DW,"15' HORIZONTAL FREEZER, MAYTAG",Free Standing Freezer,Direct Cool Horizontal-FreeStanding Frez,MAY,549,B,1,187,187,549
RTW4516FW,TOP LD WASHR 3.5 PORCELAIN BASKET W/AGI,Washers,Vertical Axis - w/ Agitator,ROP,499,B,1,170,170,499
WDF520PADB,DISHWASHER-CLASSIC PLT TALL TUB FILTER,Dishwashers,Built-in - Dishwasher,WHR,449,B,1,153,153,449
