Model,Model Desc,Product Type,Product Sub-Type,Brand,Ext. MSRP,Class,Qty,Price,Total Amt,MSRP
WRX735SDBM,FRENCH DOOR PANTRY,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,6897,Refurb,3,725,2175,2299
WFW92HEFC,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,WHR,6495,Refurb,5,464,2320,1299
WFW75HEFW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,WHR,4495,Refurb,5,321,1605,899
WFW92HEFW,"27"" FL - Alpha NAR (110V), Clyde",Washers,Horizontal Axis - Tumble Front Load,WHR,3597,Refurb,3,428,1284,1199
WFW87HEDW,"27"" FL - WPL WASHER, WHT.",Washers,Horizontal Axis - Tumble Front Load,WHR,3297,Refurb,3,393,1179,1099
WED7590FW,"27"" ALPHA, ELEC-DRYER-LONG VENT",Dryers,Air Vented-Dryer FL Match,WHR,2847,Refurb,3,339,1017,949
WFW92HEFBD,"27"" FL - Alpha NAR (110V), Clyde",Washers,Horizontal Axis - Tumble Front Load,WHR,2798,Refurb,2,500,1000,1399
MHW3505FW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,MAY,2697,Refurb,3,321,963,899
WRS325FDAB,REFRIGERATOR 25 CUFT NON IDI SXS        ,Free Standing Refrigerator Freezer,No Frost Side - Free Standing Refr Frez,WHR,2598,Refurb,2,410,820,1299
MHW8200FW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,MAY,2498,Refurb,2,446,892,1249
WED4815EW,"WHIRLPOOL 29"" ELECTRIC DRYER",Dryers,Air Vented - Dryer TL Matching,WHR,2396,Refurb,4,214,856,599
KRFC300ESS,COUNTER DEPTH FDBM INTERNAL WATER,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,KAD,2299,Refurb,1,725,725,2299
WRF555SDFZ,BTM FRENCH DOOR - ICE2O STEALTH 25',Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,2099,Refurb,1,662,662,2099
WED8000DW,"29"", AXIAL FLOW DRYER, ELECTRIC",Dryers,Air Vented - Dryer TL Matching,WHR,1998,Refurb,2,357,714,999
MEDC215EW,"MAYTAG 29"" ELECTRIC DRYER",Dryers,Air Vented - Dryer TL Matching,MAY,1947,Refurb,3,232,696,649
WRS576FIDM,REFRIGERATOR 26 CUFT IDI SXS,Free Standing Refrigerator Freezer,No Frost Side - Free Standing Refr Frez,WHR,1599,Refurb,1,504,504,1599
MSF25D4MDH,REFRIGERATOR 25 CUFT NON IDI SXS,Free Standing Refrigerator Freezer,No Frost Side - Free Standing Refr Frez,MAY,1499,Refurb,1,473,473,1499
WED8700EC,"29"". AXIAL FLOW STEAM DRYER. ELECTRIC",Dryers,Air Vented - Dryer TL Matching,WHR,1399,Refurb,1,500,500,1399
WED7990FW,"27"" FL ALPHA HEATPUMP",Dryers,Air Vented-Dryer FL Match,WHR,1399,Refurb,1,500,500,1399
WED92HEFW,"27"" ALPHA, ELECTRIC-DRYER",Dryers,Air Vented-Dryer FL Match,WHR,1199,Refurb,1,428,428,1199
WRS322FDAM,REFRIGERATOR 22 CUFT NON IDI SXS        ,Free Standing Refrigerator Freezer,No Frost Side - Free Standing Refr Frez,WHR,1199,Refurb,1,378,378,1199
WED87HEDW,"27"" FL - WPL ELEC. DRYER. WHT.",Dryers,Air Vented-Dryer FL Match,WHR,1099,Refurb,1,393,393,1099
MED5500FW,"27"" ALPHA, ELECTRIC-DRYER",Dryers,Air Vented-Dryer FL Match,MAY,1099,Refurb,1,393,393,1099
MHW5500FW,"27"" FL - ALPHA NAR (110V), CLYDE",Washers,Horizontal Axis - Tumble Front Load,MAY,1099,Refurb,1,393,393,1099
NED4655EW,"AMANA 29"" ELECTRIC DRYER",Dryers,Air Vented - Dryer TL Matching,AMA,998,Refurb,2,179,358,499
WED75HEFW,"27"" ALPHA, ELECTRIC-DRYER",Dryers,Air Vented-Dryer FL Match,WHR,899,Refurb,1,321,321,899
MEDX655DW,"29"" WOD, LOOP FLOW DRYER, ELECTRIC",Dryers,Air Vented - Dryer TL Matching,MAY,799,Refurb,1,286,286,799
WED7000DW,"29"" WOD, LOOP FLOW DRYER, ELECTRIC",Dryers,Air Vented - Dryer TL Matching,WHR,799,Refurb,1,286,286,799
WED5000DW,"29"" WOD, LOOP FLOW DRYER, ELECTRIC",Dryers,Air Vented - Dryer TL Matching,WHR,749,Refurb,1,268,268,749
