Lot Number,Part Number,Manufacturer,Auction Category,Title,Condition Description,Weight,MSRP,Qty
BS17810,WF42H5200AW,SAMSUNG,Major Appliances,4.2 Cu. Ft. Front Load Washer 5200 Series,Carton Damage - Unit OK In House Damage,406.0,1998.0,2.0
BS17810,WF42H5200AW,SAMSUNG,Major Appliances,4.2 Cu. Ft. Front Load Washer 5200 Series,Carton Damage - Unit OK too much for A,406.0,1998.0,2.0
BS17810,DLEX9000V,LG,Major Appliances,9.0 cu. ft. Ultra Large Electric Dryer w/ Steam,B-class - Damage Front In House Damage                                     Dent in fromt,182.0,1979.0,1.0
BS17810,WF56H9100AG,SAMSUNG,Major Appliances,5.6 Cu. Ft. Steam Front Load Washer 9100 Series w/Spead Spray  SmartCare,B-Class - No Carton,278.0,1799.0,1.0
BS17810,DV56H9100EG,SAMSUNG,Major Appliances,9.5 Cu.Ft. Electric Dryer 9100 Series,In House Damage    Dents in rear,159.0,1799.0,1.0
BS17810,WF56H9100AG,SAMSUNG,Major Appliances,5.6 Cu. Ft. Steam Front Load Washer 9100 Series w/Spead Spray  SmartCare,Carton Damage - Unit OK,278.0,1799.0,1.0
BS17810,WM5000HVA,LG,Major Appliances,4.5 cu.ft. Mega Capacity TurboWash Washer with Steam  Technology,B-class - Damage Rear In House Damage  Dents in r ear,233.0,1649.99,1.0
BS17810,WM5000HVA,LG,Major Appliances,4.5 cu.ft. Mega Capacity TurboWash Washer with Steam  Technology,In House Damage      Dent in rear,233.0,1649.99,1.0
BS17810,WM5000HVA,LG,Major Appliances,4.5 cu.ft. Mega Capacity TurboWash Washer with Steam  Technology,Carton Damage - Unit OK In House Damage,233.0,1649.99,1.0
BS17810,LRG4115ST,LG,Major Appliances,6.3 cu.ft. Gas Oven EasyCleanSelf Clean True Con  vection  Smooth Touch,In House Damage   Dents left side dents rear,199.0,1649.0,1.0
BS17810,DLGX4271V,LG,Major Appliances,7.4 cu.ft. Ultra Large Gas SteamDryer with SteamFresh Cycle,B-class - Damage Top Dent on top rear IHD,155.0,1429.0,1.0
BS17810,WF45K6500AV,SAMSUNG,Major Appliances,4.5 Cu. Ft. Front Load Washer 6500 Series,B-class - Damage Rear    IHD   Dent in rear. Dent and scratch   bottom left side.,233.0,1399.0,1.0
BS17810,DLEX4270V,LG,Major Appliances,7.4 cu. ft. Ultra Large High Efficiency Electric SteamDryer,Carton Damage - Unit OK In House Damage,155.0,1319.0,1.0
BS17810,DLEY1701VE,LG,Major Appliances,7.3 cu. ft.  Front Control Electric Steam Dryer with LG EasyLoad  Door,B-class - Damage Left Side   Dents left side                    RA per Gary K,152.0,1264.0,1.0
BS17810,WM3575CV,LG,Major Appliances,4.5 cu.ft. Extra Large Capacity Washer with TurboWash,In House Damage     Dent in right side,207.0,1209.0,1.0
BS17810,DLEX4270W,LG,Major Appliances,7.4 cu. ft. Ultra Large High Efficiency Electric SteamDryer,Carton Damage - Unit OK In House Damage,155.0,1209.0,1.0
BS17810,DLEX5680W,LG,Major Appliances,7.3cu.ft. Top Control Electric SteamDryer NeveRus t  STS Drum  FlowSense,Carton Damage - Unit OK In House Damage,145.0,1209.0,1.0
BS17810,WF45K6200AZ,SAMSUNG,Major Appliances,4.5 Cu. Ft. Front Load Washer 6200 Series,Dents in rear In House Damage,245.0,1199.0,1.0
BS17810,DV42H5400EF,SAMSUNG,Major Appliances,7.5 Cu.Ft. Electric Dryer 5400 Series,In House Damage   Dents left side and rear,137.0,1199.0,1.0
BS17810,WA50K8600AV,SAMSUNG,Major Appliances,5 Cu.Ft. Top Load Washer w/ Active Wash,C-class - Damage Rear   Dent in bottom rear panel,145.0,1199.0,1.0
